assistancetype	region	gender resp	Head_Household	age	HH women	HH girls	HH men	HH boys	HH children	HH total	marital	residency	period	region_origin	disp_times	hosting	hosting_persons	housing	rental_fees	transport	educ	income	incomecontributers	income_source	disabled	disabled_HH	medical_access	referred_by_SI	sickperson	Malnurished_children	CFVA	MPCA	Livestock restoration	Greenhouses	irrigation	training	meals_adults	meals_children	cereals_HDDS	orangeveg_HDDS	rootstuber_HDDS	greenveg_HDDS	otherveg_HDDS	fruits1_HDDS	fruits2_HDDS	meet_HDDS	eggs_HDDS	fishandseafood_HDDS	legume_HDDS	milky_HDDS	fat_HDDS	sweets_HDDS	other_HDDS	MAHFP january	MAHFP february	MAHFP march	MAHFP april	MAHFP may	MAHFP june	MAHFP july	MAHFP august	MAHFP september	MAHFP october	MAHFP november	MAHFP december	freq worryfood	land	training good modern agricultural practices	training Irrigation	training Use of agricultural inputs	training Fertilizer application	training Soil conservation	training Greenhouses	training Flood/drought damage and preparedness	training Basic Accounting	receive_equip	receive_irrig	irrigated_land	receive_seeds	harvest_lastyear	fertilizer Natural fertilizer	fertilizer Pesticide	production	crops Millet	crops Corn (maize)	crops Wheat	crops Barley	crops Sorghum	crops Myriad vegetables	crops Other:	water_source Spring	water_source Network	water_source Borehole	water_source Stored water from reservoir or pond	water_source Wastewater of kitchen	water_source No water source	water_source Other	Goat	Sheep	Camel	Cow	goat_lost	sheep_lost	camel_lost	cow_lost	feeding Sending to public pasture land	feeding Sending to own pasture land	feeding Collecting fodder from own land	feeding Collecting fodder from natural pasture land	feeding Purchasing	feeding Other	fodder Alfalfa	fodder Clover	fodder Hay	fodder Leaves	fodder Straw	fodder Maize	fodder Concentrate	fodder Grasses	fodder Other	sickness Vaccine animals	sickness Referring to animal health center	sickness No action	sickness Other	livelihood_source	livelihood_income	husband_train	sell_prod_marlet	distance_market	product_transport	market_chall Poor roads	market_chall Insecurity	market_chall Transportation costs	market_chall Distance to the markets	market_chall Not enough goods	MPCA_per_month	MPCA_month	CFF_per_month	CFF_month	MPCA_use food	MPCA_use debt	MPCA_use clothe	MPCA_use med	MPCA_use water	MPCA_use fuel	MPCA_use cookgaz	MPCA_use school	MPCA_use business	MPCA_use buylivestock	MPCA_use agrinputs	MPCA_use savings	MPCA_use transport	MPCA_use rent	MPCA_use giftloan	has_savings	debts_purpose Food	debts_purpose Health	debts_purpose Shelter	debts_purpose Funeral	debts_purpose Wedding	debts_purpose Other	debt_level	creditors Family	creditors Friend	creditors Landlord	creditors Bank	creditors Shopkeeper	creditors Other	women_received_cash	included_selection	emp	business Agricultural/farming	business Livestock keeping	business Small shop/kiosk	business Tea shop/cafeteria/hotel	business Miraa seller	business Other	learned_new_skills	plan_look_job	plan_open_bussiness	sessions IYCF	sessions cooking	session water	session other	part_mother_group	child_below2	distance_nut	time_facility	watersource	distance_water	time_water	wells_available	pay_water	treatment Chlorination	treatment Boiling water	treatment Aqua tabs	treatment None	cleaning_freq	cleaning_how	water_transmit_disease	family_skin_pb	diarrhea_cause dirtyhand	diarrhea_cause contamwat	diarrhea_cause noCl	diarrhea_cause toomuchCl	diarrhea_cause contmfood	diarrhea_cause temperature	diarrhea_cause opendefecc	diarrhea_cause unknown	diarrhea_cause other	diarrhea_prevention safewater	diarrhea_prevention washinghands	diarrhea_prevention washinghandsSoap	diarrhea_prevention coveringfood	diarrhea_prevention cleantLat	diarrhea_prevention vaccin	diarrhea_prevention goodHygiene	diarrhea_prevention unknown	diarrhea_prevention other	diarrhea_remedies drugs	diarrhea_remedies HC	diarrhea_remedies ORS	diarrhea_remedies drinkwater	diarrhea_remedies tradmed	diarrhea_remedies nothing	diarrhea_remedies other	toilet	handwash_area	soap_avail	women_men_separated	receive_soap_SI	received_sensitization	attended_mygiene_prom	receive_cholerakits	handwash_times mealPrep	handwash_times servFood	handwash_times eating	handwash_times feedBaby	handwash_times cleanbaby	handwash_times afterToil	handwash_times Garbage	handwash_times Play	handwash_reason	handwash_item	use_latrine	receive_NFI	nonpurchase_reason Because I don’t have enough money (expensive)	nonpurchase_reason I don’t need it	nonpurchase_reason The market is too far	nonpurchase_reason I don’t feel secure enough to go to the market because of the security situation	nonpurchase_reason I cannot move due to my physical condition (persons with disabilities or elder people)	nonpurchase_reason Other	livingcond_adeq	main_need	second_need	third_need	streetlights	member_camp_committee	able_give_feedback_auth	receive_information_disaster	village	tribe	district	benficiarytype	gender HHH	cattle	cattle_lost	MPCA_total	CFF_total	HDDS	FCS	MAHFP	CSI	HHS	educ HHH	income_per_member
EFA	Lahj	Male	Yes	30	4	1	3	1	2	11	Married	IDP	Over 2 years	Hajjah	Only one movement from the place of origin and now	No	0	I am hosted in a family with charge	Yes	Vehicles	Secondary	40	0	Formal employment	No	No	Yes	No	No	No	Yes	No	No	No	No	No	3	3	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	0	0	0	1	0	0	0	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	100	No	No	15.0	Car	0	0	0	0	1	100	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	1	0	0	1	150	0	0	1	0	0	0	No	Yes	Employed	0	0	0	0	0	0	No	0	Yes	No	No	No	No	No	Yes	8.0	95	Piped water into dwelling	3.0	30	2	0.0001	0	0	0	1	Daily	With soap/detergent	Yes	Yes	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	Family latrine	No	0	Yes	No	No	No	No	0	0	1	0	0	0	0	0	To be healthy	With water and soap	Yes	Yes	0	1	0	0	0	0	Yes	Solar streetlight	Water points	Child-Friendly Spaces	No	No	No	No	Alhelah	Bani Suhaim	Bani suhaim	Emergency cash assistance beneficiary	Male	0	0	300	0	11	Acceptable	11	9	0	2.0	3.3333333333333335
MPCA	Marib	Male	Yes	32	2	0	1	0	1	4	Married	IDP	Over 2 years	Sa'dah	Two or more movement from the place of origin and now	No	0	I am living in an unfinished building	Yes	Vehicles	University or higher education	40	0	Casual employment	Yes	Yes	No	No	Yes	Yes	No	Yes	No	No	No	No	2	2	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	0	0	0	1	1	1	1	1	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	40	No	No	2.0	Car	0	0	1	1	1	141	3	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	Yes	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	Yes	4.0	40	Piped water into dwelling	1.0	10	4	0.001	0	0	0	1	Every 2-3 days	With brush only	Yes	No	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	Family latrine	No	0	No	Yes	No	No	No	0	1	1	0	0	1	1	1	To be healthy	Water alone	No	No	0	0	0	0	0	0	Yes	Health facilities	Livelihood activities	Child-Friendly Spaces	No	No	No	No	Tholiythil	Alhaymah alkharigiyah	Wadi Abidah	Emergency cash assistance beneficiary	Male	0	0	423	0	4	Poor	7	44	3	4.0	8.0
MPCA	Marib	Male	Yes	30	2	1	1	0	2	6	Married	IDP	Over 2 years	Dhamar	Only one movement from the place of origin and now	Yes	4	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	No means of transport	Secondary	60	0	Aid	Yes	Yes	No	No	No	Yes	Yes	No	No	No	No	No	3	2	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	No	No	Yes	Yes	Yes	0	0	0	0	1	1	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	6.0	Car	0	0	1	0	0	141	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	150	1	1	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	Yes	Yes	1.0	15	Tube well/borehole	2.0	20	0	0.001	0	0	0	1	Never	0	No	No	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	0	0	0	To be healthy	Water alone	Yes	No	0	0	0	0	0	0	Yes	Health facilities	Livelihood activities	Solar streetlight	No	No	No	No	Almardi	Almakrahi	Alwadi	Emergency cash assistance beneficiary	Male	0	0	564	0	9	Acceptable	10	42	3	2.0	8.571428571428571
MPCA	Marib	Male	Yes	60	1	2	1	4	1	9	Married	IDP	Over 2 years	Ma'rib	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	No means of transport	Primary	30	8	Casual employment	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	2	3	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	0	0	0	1	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	30	No	No	1.0	Other	0	0	1	0	0	140	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	No	1	1	0	0	0	0	400	0	1	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	Yes	Yes	1.0	15	Public tap/standpipe	6.0	30	0	0.001	0	0	0	1	Monthly	With soap/detergent	Yes	Yes	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	0	0	0	0	0	No	Latrines	Health facilities	Livelihood activities	Yes	No	No	No	Alfagiyh	Al Alnahari	Alwadi	Emergency cash assistance beneficiary	Male	0	0	420	0	2	Borderline	11	54	6	1.0	3.0
MPCA	Marib	Male	Yes	39	1	3	1	1	4	10	Married	IDP	1-2 years	Al Jawf	Two or more movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	Vehicles	Secondary	30	0	Aid	No	No	Yes	No	No	Yes	No	No	No	No	No	No	3	3	Yes	Yes	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	0	0	0	0	1	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Other	1	No	No	3.0	Car	0	0	1	0	0	141	3	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	No	1	0	0	0	0	0	2000	1	1	0	0	0	0	Yes	No	Unemployed	0	0	0	0	0	0	No	Yes	Yes	No	No	No	No	No	Yes	0.5	15	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1.0	10	3	1.0	0	0	0	1	Monthly	Other	Yes	Yes	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	No	0	No	Yes	No	No	No	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	Water alone	Yes	Yes	1	1	0	0	0	0	Yes	Schools	Health facilities	Livelihood activities	No	No	Yes	Yes	Alnakeyah	Daham	Alwadi	Emergency cash assistance beneficiary	Male	2	0	423	0	6	Borderline	11	16	2	2.0	2.727272727272727
MPCA	Marib	Male	Yes	21	2	2	0	0	0	4	Married	Host Community	0	0	0	Yes	4	I am living in a concrete house/finished building	Yes	Vehicles	Primary	50	0	Casual employment	No	No	Yes	No	Yes	No	No	No	No	No	No	No	3	3	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	50	No	No	1.0	Car	0	0	1	0	0	141	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	No	1	1	0	0	0	0	300	0	1	0	0	1	0	Yes	No	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	Yes	1.0	15	Unprotected dug well	0.5	15	1	1.0	0	0	0	1	Monthly	With soap/detergent	Yes	No	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	Yes	Yes	No	No	No	No	No	0	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	Yes	Livelihood activities	Schools	Child-Friendly Spaces	No	No	No	No	Almkayah	Alshawith	Alwadi	Emergency cash assistance beneficiary	Male	0	0	423	0	4	Acceptable	12	0	0	1.0	10.0
FSL	Taiz	Female	Yes	35	1	1	1	5	0	8	Married	IDP	Over 2 years	Taiz	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	No	No means of transport	No education	0	0	Casual employment	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	3	5	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	No	No	90.0	Car	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	83	0	1	0	0	0	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	Yes	No	6.0	60	Unprotected dug well	1.0	120	2	1.0	0	0	0	1	Daily	With soap/detergent	Yes	No	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	Family latrine	Yes	Yes	Yes	Yes	Yes	Yes	Yes	1	1	1	1	1	0	0	0	To reduces spread/ transmission of disease	With water and soap	No	Yes	1	0	0	0	0	0	No	Livelihood activities	Water points	Health facilities	No	No	No	No	AL Khorah	Al-Ma’afer	Al-Ma’afer	Emergency cash assistance beneficiary	Female	2	0	0	0	4	Poor	12	37	3	0.0	0.0
MPCA	Marib	Male	Yes	35	1	1	0	1	1	4	Married	IDP	Over 2 years	Dhamar	Only one movement from the place of origin and now	Yes	3	I am living in a concrete house/finished building	Yes	Other	Primary	90	2	Casual employment	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No	No	3	5	Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	0	0	0	0	0	0	0	0	1	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	2.0	Other	0	0	1	0	0	141	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	1	0	0	0	1500	1	1	0	0	0	0	No	No	Self-employed	0	0	0	0	0	1	No	No	Yes	No	No	No	No	Yes	Yes	3.0	30	Piped water into dwelling	0.2	15	3	1.0	0	0	0	1	Monthly	With brush only	Yes	No	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Family latrine	Yes	No	No	No	No	No	No	1	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	With water and sand	Yes	No	0	0	0	0	0	0	Yes	Livelihood activities	Health facilities	Child-Friendly Spaces	Yes	No	Yes	No	Alhoson	Alhodan	Marib	Emergency cash assistance beneficiary	Male	0	0	564	0	6	Borderline	11	27	4	1.0	18.0
MPCA	Marib	Male	Yes	50	9	4	0	0	0	13	Married	IDP	Over 2 years	Dhamar	Only one movement from the place of origin and now	Yes	2	I am living in a concrete house/finished building	No	No means of transport	Secondary	18	0	Formal employment	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	3	4	Yes	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	0	0	0	1	1	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	18	No	No	1.0	Other	0	0	1	0	0	141	2	147	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	850	1	0	0	0	0	0	Yes	No	Self-employed	0	0	0	0	0	1	No	No	No	No	No	No	No	Yes	Yes	2.0	60	Tube well/borehole	3.0	60	1	0.001	0	0	0	1	Every 2-3 days	With brush only	Yes	No	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	Family latrine	Yes	Yes	Yes	No	No	No	No	1	0	0	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	No	Roads	Livelihood activities	Solar streetlight	No	No	Yes	No	Felaifl	Harbah	Marib	Emergency cash assistance beneficiary	Male	0	0	282	147	6	Acceptable	10	40	5	2.0	1.2857142857142858
FSL	Lahj	Female	Yes	43	1	1	2	4	0	8	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	Other	Institution (2 years after secondary)	0	0	Formal employment	No	Yes	No	No	Yes	No	No	Yes	No	No	No	No	3	3	Yes	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	Yes	Yes	0	0	0	0	0	0	1	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.002222	No	No	No	No	No	No	No	No	No	No	0.0	Yes	No	0	0	Handpumps	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Other	65	No	No	1.0	Other	0	0	0	0	1	53	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	1	0	350	0	1	0	0	1	0	Yes	No	Employed	0	0	0	0	0	0	No	0	No	No	No	No	No	Yes	No	4.5	45	Unprotected dug well	3.0	30	2	0.001	0	0	0	1	Monthly	With soap/detergent	Yes	No	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	Family latrine	No	0	No	No	No	No	Yes	1	1	1	1	1	1	1	1	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	No	Water points	Roads	Solar streetlight	No	No	No	No	Al Khadad	Khamiss	Tuban	Emergency cash assistance beneficiary	Female	2	0	159	0	6	Acceptable	11	54	4	3.0	0.0
EFA	Al Hudaydah	Male	Yes	32	0	2	1	4	3	10	Married	IDP	Over 2 years	Al Hudaydah	Only one movement from the place of origin and now	Yes	7	I am living in an unfinished building	No	Other	Primary	30	1	Casual employment	No	No	Yes	No	No	No	No	No	No	No	No	No	3	3	Yes	Yes	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	0	0	0	0	0	0	1	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	30	No	No	3.0	Other	1	0	1	0	0	45	6	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	3000	0	1	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	No	3.0	30	Tube well/borehole	3.0	60	4	0.001	0	0	0	1	Monthly	With brush only	Yes	No	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	1	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	Water alone	No	No	0	0	0	0	0	0	Yes	Solar streetlight	Livelihood activities	Latrines	No	No	No	Yes	Hay Alkadi	Almasas	Al Khawkhah	Emergency cash assistance beneficiary	Male	0	0	270	0	9	Acceptable	11	32	0	1.0	2.727272727272727
EFA	Al Hudaydah	Male	Yes	23	1	0	1	0	0	2	Married	IDP	Over 2 years	Al Hudaydah	Only one movement from the place of origin and now	Yes	1	I am living in an unfinished building	No	Other	Primary	0	0	Casual employment	No	No	Yes	No	No	No	Yes	No	No	No	No	No	3	0	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	0	0	0	0	0	0	0	1	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	20	No	No	4.0	Other	0	0	0	1	1	147	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	80	0	0	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	No	4.0	54	Tube well/borehole	1.0	25	5	0.001	0	0	0	1	Monthly	With soap/detergent	Yes	No	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	1	1	0	0	0	1	0	0	To be healthy	Water alone	No	No	0	0	0	0	0	0	Yes	Health facilities	Schools	Community centers	No	No	No	No	Alyabli	Folayfil	Al Khawkhah	Emergency cash assistance beneficiary	Male	0	0	294	0	5	Poor	11	19	0	1.0	0.0
FSL	Taiz	Male	Yes	40	1	2	2	2	0	7	Married	IDP	Over 2 years	Taiz	Only one movement from the place of origin and now	No	0	I am living in a concrete house/finished building	No	No means of transport	University or higher education	100	0	Formal employment	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	3	3	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.001	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	0.0007	Yes	Yes	1	0	Handpumps	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Farming	100	No	Yes	6.0	Car	0	0	1	0	0	140	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	1	0	0	0	450	1	0	0	0	1	0	No	Yes	Self-employed	1	0	0	0	0	1	Yes	No	No	No	No	No	No	Yes	No	2.0	20	Tube well/borehole	2.0	30	2	0.001	0	1	0	0	Monthly	With soap/detergent	Yes	No	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	Family latrine	Yes	Yes	No	Yes	No	No	No	0	0	1	0	0	0	0	0	To be clean	Water alone	Yes	No	0	0	0	0	0	0	No	Livelihood activities	Health facilities	Solar streetlight	No	No	Yes	No	Bani Shaibah	Al Shaibah	Al-Shamayateen	FSL Beneficiary	Male	8	0	560	0	7	Acceptable	12	40	0	4.0	12.5
EFA	Taiz	Male	Yes	35	1	3	1	1	1	7	Married	IDP	Over 2 years	Sana'a	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	Yes	No means of transport	Secondary	50	1	Casual employment	Yes	Yes	No	No	Yes	No	Yes	No	Yes	Yes	Yes	No	3	4	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0006	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	0.0	Yes	Yes	1	0	Handpumps	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Farming	50	No	No	2.0	Donkey cart	0	0	1	0	0	75	10	20	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	1	0	0	0	300	0	1	0	0	0	0	Yes	No	Self-employed	1	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	1.0	10	Tube well/borehole	0.04	4	2	0.001	0	0	0	1	Monthly	With brush only	Yes	No	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Family latrine	Yes	Yes	No	No	No	No	Yes	0	0	1	0	0	0	0	0	To be clean	With water and soap	Yes	No	0	0	0	0	0	0	No	Water points	Latrines	Schools	No	Yes	Yes	No	Sana'a	Bani Ma'aleen	Qa'a alolofi	FSL Beneficiary	Male	7	0	750	200	7	Acceptable	12	28	1	2.0	6.25
EFA	Lahj	Male	Yes	50	2	3	2	1	1	9	Married	Host Community	0	0	0	Yes	5	I am living in a concrete house/finished building	No	No means of transport	University or higher education	80	0	Formal employment	No	No	No	No	Yes	No	No	Yes	No	No	No	No	3	3	Yes	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	No	0	0	1	0	0	0	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	80	No	No	2.0	Other	0	0	1	0	0	53	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	300	0	0	0	0	1	0	No	No	Self-employed	0	0	0	0	0	1	No	No	No	No	No	No	No	Yes	Yes	5.0	30	Other	1.0	60	2	0.001	1	0	0	0	Weekly	With soap/detergent	Yes	Yes	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Family latrine	No	0	Yes	No	No	No	No	0	1	1	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	0	0	0	0	0	Yes	Water points	Latrines	Solar streetlight	No	No	Yes	No	Al Khadad	Baalmansor	Tuban	Emergency cash assistance beneficiary	Male	0	0	159	0	5	Borderline	11	38	2	4.0	8.0
